Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,1168,Human Resources,21,4,Human Resources,1,140,4,Female,68,4,2,Human Resources,4,Single,8650,18967,1,Y,No,16,4,4,80,1,14,3,4,11,8,5,7
25,Yes,Travel_Rarely,685,Research & Development,15,2,Life Sciences,1,141,1,Male,53,2,1,Research Scientist,1,Married,2950,15789,3,Y,Yes,18,3,1,80,0,2,5,2,1,0,0,0
48,No,Non-Travel,1278,Sales,6,4,Marketing,1,142,2,Female,90,3,4,Sales Executive,2,Divorced,13450,21678,4,Y,No,13,4,2,80,2,23,3,4,19,15,10,13
35,No,Travel_Rarely,679,Research & Development,18,3,Medical,1,143,3,Male,74,4,3,Healthcare Representative,3,Single,8250,18756,2,Y,Yes,17,4,3,80,1,11,4,3,9,7,4,6
31,Yes,Travel_Frequently,1396,Sales,25,2,Marketing,1,144,4,Female,46,2,1,Sales Representative,4,Single,3450,14789,5,Y,No,20,4,4,80,0,8,3,2,6,4,2,3
44,No,Travel_Rarely,498,Research & Development,9,4,Life Sciences,1,145,1,Male,87,3,4,Manufacturing Director,1,Married,12850,20567,6,Y,Yes,14,3,1,80,3,19,2,3,16,12,7,10
33,No,Travel_Frequently,1175,Human Resources,22,3,Human Resources,1,146,2,Female,66,3,2,Human Resources,2,Divorced,7850,19678,1,Y,No,15,3,2,80,1,9,4,3,7,5,3,4
28,Yes,Non-Travel,691,Research & Development,16,1,Technical Degree,1,147,3,Male,55,2,1,Laboratory Technician,3,Single,3050,15689,2,Y,Yes,21,4,3,80,0,5,4,2,3,2,1,1
52,No,Travel_Rarely,1287,Sales,7,5,Marketing,1,148,4,Female,93,4,5,Manager,4,Married,17650,24789,7,Y,No,12,4,4,80,3,29,3,4,25,19,14,17
39,No,Travel_Frequently,567,Research & Development,20,4,Medical,1,149,1,Male,78,3,3,Research Scientist,1,Single,7450,18956,3,Y,Yes,16,3,1,80,1,15,5,3,12,9,6,8
26,Yes,Travel_Rarely,1389,Sales,28,2,Life Sciences,1,150,2,Female,47,2,2,Sales Executive,2,Married,3650,14689,6,Y,No,18,3,2,80,0,3,4,2,2,1,0,1
49,No,Non-Travel,516,Research & Development,10,4,Technical Degree,1,151,3,Male,89,4,4,Healthcare Representative,3,Divorced,13250,21478,4,Y,Yes,13,4,3,80,2,24,3,4,20,15,10,13
36,No,Travel_Rarely,1178,Human Resources,23,3,Human Resources,1,152,4,Female,67,3,3,Manager,4,Single,9850,19867,2,Y,No,17,3,4,80,1,12,4,3,9,7,4,6
32,Yes,Travel_Frequently,693,Research & Development,17,2,Life Sciences,1,153,1,Male,56,2,1,Research Scientist,1,Single,3650,15789,1,Y,Yes,19,3,1,80,0,8,5,2,6,4,2,3
45,No,Travel_Rarely,1276,Sales,5,4,Marketing,1,154,2,Female,91,3,4,Sales Executive,2,Married,14250,22678,5,Y,No,14,4,2,80,2,20,3,4,17,13,8,11
33,No,Travel_Frequently,678,Research & Development,19,3,Medical,1,155,3,Male,75,4,2,Manufacturing Director,3,Divorced,6850,17896,3,Y,Yes,15,4,3,80,1,9,4,3,7,5,3,4
29,Yes,Non-Travel,1385,Sales,27,1,Marketing,1,156,4,Female,48,2,1,Sales Representative,4,Single,3450,14789,4,Y,No,20,4,4,80,0,6,3,2,4,3,1,2
54,No,Travel_Rarely,523,Research & Development,11,5,Life Sciences,1,157,1,Male,90,3,5,Research Director,1,Married,16850,23678,6,Y,Yes,11,4,1,80,3,31,2,4,27,19,14,17
41,No,Travel_Frequently,1187,Human Resources,24,4,Human Resources,1,158,2,Female,69,4,3,Human Resources,2,Single,10450,19678,2,Y,No,16,4,2,80,1,17,3,4,14,11,7,9
27,Yes,Travel_Rarely,674,Research & Development,14,2,Technical Degree,1,159,3,Male,52,2,2,Laboratory Technician,3,Married,3150,15689,1,Y,Yes,18,3,3,80,0,4,5,2,3,2,1,1
46,No,Non-Travel,1285,Sales,6,4,Marketing,1,160,4,Female,92,3,4,Manager,4,Divorced,15450,22789,7,Y,No,13,4,4,80,2,21,3,4,18,14,9,12
34,No,Travel_Rarely,591,Research & Development,18,3,Medical,1,161,1,Male,76,3,2,Healthcare Representative,1,Single,7850,18756,4,Y,Yes,17,3,1,80,1,10,4,3,8,6,4,5
30,Yes,Travel_Frequently,1398,Sales,26,2,Life Sciences,1,162,2,Female,49,2,2,Sales Executive,2,Single,4150,14789,5,Y,No,19,3,2,80,0,7,4,2,5,4,2,3
51,No,Travel_Rarely,516,Research & Development,9,5,Technical Degree,1,163,3,Male,88,4,4,Research Director,3,Married,16450,23567,3,Y,Yes,12,4,3,80,2,26,2,4,22,16,11,14
37,No,Travel_Frequently,1176,Human Resources,21,4,Human Resources,1,164,4,Female,67,3,3,Human Resources,4,Divorced,8850,19867,1,Y,No,15,3,4,80,1,13,3,3,10,8,5,7
28,Yes,Non-Travel,695,Research & Development,15,1,Life Sciences,1,165,1,Male,54,2,1,Research Scientist,1,Single,2950,15789,2,Y,Yes,20,4,1,80,0,5,4,2,3,2,1,1
43,No,Travel_Rarely,1289,Sales,7,4,Marketing,1,166,2,Female,91,4,4,Sales Executive,2,Married,13850,22678,6,Y,No,14,4,2,80,3,18,3,4,15,12,8,10
32,No,Travel_Frequently,573,Research & Development,20,3,Medical,1,167,3,Male,76,3,3,Manufacturing Director,3,Single,7250,18956,3,Y,Yes,16,3,3,80,1,8,5,3,6,4,2,3
29,Yes,Travel_Rarely,1387,Sales,28,2,Marketing,1,168,4,Female,48,2,1,Sales Representative,4,Single,3650,14689,7,Y,No,18,3,4,80,0,6,3,2,4,3,1,2
55,No,Non-Travel,525,Research & Development,8,5,Life Sciences,1,169,1,Male,92,3,5,Healthcare Representative,1,Divorced,17850,24678,4,Y,Yes,11,4,1,80,2,32,2,4,28,20,15,18
38,No,Travel_Rarely,1168,Human Resources,22,4,Human Resources,1,170,2,Female,68,4,2,Human Resources,2,Single,9450,19867,1,Y,No,17,4,2,80,1,14,4,3,11,8,5,7
25,Yes,Travel_Frequently,685,Research & Development,16,2,Technical Degree,1,171,3,Male,53,2,1,Laboratory Technician,3,Married,2850,15789,3,Y,Yes,21,4,3,80,0,2,5,2,1,0,0,0
48,No,Travel_Rarely,1278,Sales,5,4,Marketing,1,172,4,Female,90,3,4,Manager,4,Divorced,16250,23789,5,Y,No,12,4,4,80,3,23,3,4,19,15,10,13
35,No,Travel_Frequently,679,Research & Development,19,3,Medical,1,173,1,Male,74,4,3,Research Scientist,1,Single,6850,17896,2,Y,Yes,15,4,1,80,1,11,4,3,9,7,4,6
31,Yes,Non-Travel,1396,Sales,27,1,Life Sciences,1,174,2,Female,46,2,2,Sales Executive,2,Single,3850,14789,6,Y,No,19,3,2,80,0,8,4,2,6,4,2,3
44,No,Travel_Rarely,498,Research & Development,10,4,Technical Degree,1,175,3,Male,87,3,4,Healthcare Representative,3,Married,12450,21567,4,Y,Yes,14,3,3,80,2,19,2,3,16,12,7,10
33,No,Travel_Frequently,1175,Human Resources,23,3,Human Resources,1,176,4,Female,66,3,2,Human Resources,4,Single,7650,18756,1,Y,No,16,3,4,80,1,9,3,4,7,5,3,4
28,Yes,Travel_Rarely,691,Research & Development,17,2,Life Sciences,1,177,1,Male,55,2,1,Research Scientist,1,Married,3250,15689,1,Y,Yes,18,3,1,80,0,5,5,2,3,2,1,1
52,No,Non-Travel,1287,Sales,6,5,Marketing,1,178,2,Female,93,4,5,Sales Executive,2,Divorced,17250,24789,7,Y,No,13,4,2,80,3,29,3,4,25,19,14,17
39,No,Travel_Rarely,567,Research & Development,21,4,Medical,1,179,3,Male,78,3,3,Manufacturing Director,3,Single,8450,18956,3,Y,Yes,17,3,3,80,1,15,4,3,12,9,6,8
26,Yes,Travel_Frequently,1389,Sales,29,2,Marketing,1,180,4,Female,47,2,1,Sales Representative,4,Single,3250,14689,5,Y,No,20,4,4,80,0,3,3,2,2,1,0,1
49,No,Travel_Rarely,516,Research & Development,11,4,Life Sciences,1,181,1,Male,89,4,4,Research Director,1,Married,15650,22568,6,Y,Yes,12,4,1,80,2,24,3,4,20,15,10,13
36,No,Travel_Frequently,1178,Human Resources,24,3,Human Resources,1,182,2,Female,67,3,3,Manager,2,Divorced,9250,19867,2,Y,No,15,3,2,80,1,12,4,3,9,7,4,6
32,Yes,Non-Travel,693,Research & Development,16,1,Technical Degree,1,183,3,Male,56,2,1,Laboratory Technician,3,Single,3450,15789,1,Y,Yes,19,3,3,80,0,8,4,2,6,4,2,3
45,No,Travel_Rarely,1276,Sales,7,4,Marketing,1,184,4,Female,91,3,4,Sales Executive,4,Married,13650,21678,4,Y,No,14,4,4,80,2,20,3,4,17,13,8,11
33,No,Travel_Frequently,678,Research & Development,20,3,Medical,1,185,1,Male,75,4,2,Healthcare Representative,1,Single,7450,18756,3,Y,Yes,16,4,1,80,1,9,5,3,7,5,3,4
29,Yes,Travel_Rarely,1385,Sales,28,2,Life Sciences,1,186,2,Female,48,2,2,Sales Representative,2,Married,3750,14789,6,Y,No,18,3,2,80,0,6,4,2,4,3,1,2
54,No,Non-Travel,523,Research & Development,9,5,Technical Degree,1,187,3,Male,90,3,5,Manufacturing Director,3,Divorced,16850,23678,5,Y,Yes,11,4,3,80,3,31,2,4,27,19,14,17
41,No,Travel_Rarely,1187,Human Resources,22,4,Human Resources,1,188,4,Female,69,4,3,Human Resources,4,Single,10650,19678,1,Y,No,17,4,4,80,1,17,3,4,14,11,7,9
27,Yes,Travel_Frequently,674,Research & Development,15,2,Life Sciences,1,189,1,Male,52,2,1,Research Scientist,1,Single,2850,15689,2,Y,Yes,20,4,1,80,0,4,5,2,3,2,1,1
46,No,Travel_Rarely,1285,Sales,5,4,Marketing,1,190,2,Female,92,3,4,Manager,2,Married,15250,22789,7,Y,No,13,4,2,80,2,21,3,4,18,14,9,12
34,No,Travel_Frequently,591,Research & Development,19,3,Medical,1,191,3,Male,76,3,2,Research Scientist,3,Divorced,6850,17896,4,Y,Yes,15,3,3,80,1,10,4,3,8,6,4,5
30,Yes,Non-Travel,1398,Sales,27,1,Marketing,1,192,4,Female,49,2,1,Sales Executive,4,Single,4350,14789,5,Y,No,19,3,4,80,0,7,3,2,5,4,2,3
51,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,193,1,Male,88,4,4,Healthcare Representative,1,Married,16250,23567,3,Y,Yes,12,4,1,80,2,26,2,4,22,16,11,14
37,No,Travel_Frequently,1176,Human Resources,21,4,Human Resources,1,194,2,Female,67,3,3,Human Resources,2,Single,8650,19867,1,Y,No,16,3,2,80,1,13,4,3,10,8,5,7
28,Yes,Travel_Rarely,695,Research & Development,14,2,Technical Degree,1,195,3,Male,54,2,2,Laboratory Technician,3,Married,3150,15789,2,Y,Yes,18,3,3,80,0,5,5,2,3,2,1,1
43,No,Non-Travel,1289,Sales,6,4,Marketing,1,196,4,Female,91,4,4,Sales Executive,4,Divorced,14450,22678,6,Y,No,14,4,4,80,3,18,3,4,15,12,8,10
32,No,Travel_Rarely,573,Research & Development,18,3,Medical,1,197,1,Male,76,3,3,Manufacturing Director,1,Single,7650,18956,2,Y,Yes,17,3,1,80,1,8,4,3,6,4,2,3
29,Yes,Travel_Frequently,1387,Sales,26,2,Life Sciences,1,198,2,Female,48,2,1,Sales Representative,2,Single,3450,14689,7,Y,No,20,4,2,80,0,6,3,2,4,3,1,2
55,No,Travel_Rarely,525,Research & Development,10,5,Technical Degree,1,199,3,Male,92,3,5,Research Director,3,Married,17850,24678,4,Y,Yes,11,4,3,80,2,32,2,4,28,20,15,18
38,No,Travel_Frequently,1168,Human Resources,23,4,Human Resources,1,200,4,Female,68,4,2,Manager,4,Divorced,11450,19867,1,Y,No,15,4,4,80,1,14,3,4,11,8,5,7
25,Yes,Non-Travel,685,Research & Development,17,1,Life Sciences,1,201,1,Male,53,2,1,Research Scientist,1,Single,2750,15789,3,Y,Yes,21,4,1,80,0,2,4,2,1,0,0,0
48,No,Travel_Rarely,1278,Sales,4,4,Marketing,1,202,2,Female,90,3,4,Manager,2,Married,16450,22789,5,Y,No,12,4,2,80,2,23,3,4,19,15,10,13
35,No,Travel_Frequently,679,Research & Development,20,3,Medical,1,203,3,Male,74,4,3,Healthcare Representative,3,Single,7850,18756,4,Y,Yes,16,4,3,80,1,11,4,3,9,7,4,6
31,Yes,Travel_Rarely,1396,Sales,28,2,Life Sciences,1,204,4,Female,46,2,1,Sales Representative,4,Divorced,3650,14789,6,Y,No,19,3,4,80,0,8,3,2,6,4,2,3
44,No,Non-Travel,498,Research & Development,9,4,Technical Degree,1,205,1,Male,87,3,4,Manufacturing Director,1,Married,13850,21567,3,Y,Yes,14,3,1,80,2,19,2,3,16,12,7,10
33,No,Travel_Frequently,1175,Human Resources,22,3,Human Resources,1,206,2,Female,66,3,2,Human Resources,2,Single,7450,18756,1,Y,No,17,3,2,80,1,9,4,3,7,5,3,4
28,Yes,Travel_Rarely,691,Research & Development,16,1,Life Sciences,1,207,3,Male,55,2,1,Research Scientist,3,Married,3050,15689,2,Y,Yes,18,3,3,80,0,5,5,2,3,2,1,1
52,No,Travel_Rarely,1287,Sales,7,5,Marketing,1,208,4,Female,93,4,5,Sales Executive,4,Divorced,16850,24789,7,Y,No,13,4,4,80,3,29,3,4,25,19,14,17
39,No,Travel_Frequently,567,Research & Development,19,4,Medical,1,209,1,Male,78,3,3,Research Scientist,1,Single,6850,18956,3,Y,Yes,15,3,1,80,1,15,4,3,12,9,6,8
26,Yes,Non-Travel,1389,Sales,27,2,Marketing,1,210,2,Female,47,2,2,Sales Representative,2,Single,3450,14689,5,Y,No,20,4,2,80,0,3,4,2,2,1,0,1
49,No,Travel_Rarely,516,Research & Development,8,4,Life Sciences,1,211,3,Male,89,4,4,Healthcare Representative,3,Married,15250,22568,4,Y,Yes,12,4,3,80,2,24,3,4,20,15,10,13
36,No,Travel_Frequently,1178,Human Resources,21,3,Human Resources,1,212,4,Female,67,3,3,Manager,4,Single,9650,19867,2,Y,No,16,3,4,80,1,12,3,3,9,7,4,6
32,Yes,Travel_Rarely,693,Research & Development,15,2,Technical Degree,1,213,1,Male,56,2,1,Laboratory Technician,1,Single,3250,15789,1,Y,Yes,19,3,1,80,0,8,5,2,6,4,2,3
45,No,Non-Travel,1276,Sales,6,4,Marketing,1,214,2,Female,91,3,4,Sales Executive,2,Divorced,14850,21678,6,Y,No,14,4,2,80,2,20,3,4,17,13,8,11
33,No,Travel_Rarely,678,Research & Development,18,3,Medical,1,215,3,Male,75,4,2,Manufacturing Director,3,Married,6450,17896,3,Y,Yes,17,4,3,80,1,9,4,3,7,5,3,4
29,Yes,Travel_Frequently,1385,Sales,26,1,Life Sciences,1,216,4,Female,48,2,1,Sales Representative,4,Single,3850,14789,7,Y,No,18,3,4,80,0,6,3,2,4,3,1,2
54,No,Travel_Rarely,523,Research & Development,10,5,Technical Degree,1,217,1,Male,90,3,5,Research Director,1,Married,17650,23678,5,Y,Yes,11,4,1,80,3,31,2,4,27,19,14,17
41,No,Travel_Frequently,1187,Human Resources,23,4,Human Resources,1,218,2,Female,69,4,3,Human Resources,2,Divorced,10250,19678,2,Y,No,15,4,2,80,1,17,3,4,14,11,7,9
27,Yes,Non-Travel,674,Research & Development,17,2,Life Sciences,1,219,3,Male,52,2,1,Research Scientist,3,Single,2750,15689,1,Y,Yes,20,4,3,80,0,4,4,2,3,2,1,1
46,No,Travel_Rarely,1285,Sales,5,4,Marketing,1,220,4,Female,92,3,4,Manager,4,Married,15650,22789,4,Y,No,13,4,4,80,2,21,3,4,18,14,9,12
34,No,Travel_Frequently,591,Research & Development,20,3,Medical,1,221,1,Male,76,3,2,Healthcare Representative,1,Single,7250,17896,3,Y,Yes,16,3,1,80,1,10,5,3,8,6,4,5
30,Yes,Travel_Rarely,1398,Sales,28,2,Marketing,1,222,2,Female,49,2,2,Sales Executive,2,Married,4150,14789,6,Y,No,19,3,2,80,0,7,4,2,5,4,2,3
51,No,Non-Travel,516,Research & Development,11,5,Life Sciences,1,223,3,Male,88,4,4,Research Director,3,Divorced,16450,23567,5,Y,Yes,12,4,3,80,2,26,2,4,22,16,11,14
37,No,Travel_Rarely,1176,Human Resources,24,4,Human Resources,1,224,4,Female,67,3,3,Human Resources,4,Single,8450,19867,1,Y,No,17,3,4,80,1,13,3,3,10,8,5,7
28,Yes,Travel_Frequently,695,Research & Development,16,1,Technical Degree,1,225,1,Male,54,2,1,Laboratory Technician,1,Single,2850,15789,2,Y,Yes,18,3,1,80,0,5,5,2,3,2,1,1
43,No,Travel_Rarely,1289,Sales,7,4,Marketing,1,226,2,Female,91,4,4,Sales Executive,2,Married,13450,22678,7,Y,No,14,4,2,80,3,18,3,4,15,12,8,10
32,No,Travel_Frequently,573,Research & Development,19,3,Medical,1,227,3,Male,76,3,3,Research Scientist,3,Divorced,6850,18956,4,Y,Yes,15,3,3,80,1,8,4,3,6,4,2,3
29,Yes,Non-Travel,1387,Sales,27,2,Life Sciences,1,228,4,Female,48,2,1,Sales Representative,4,Single,3250,14689,5,Y,No,20,4,4,80,0,6,3,2,4,3,1,2
55,No,Travel_Rarely,525,Research & Development,9,5,Technical Degree,1,229,1,Male,92,3,5,Manufacturing Director,1,Married,18250,24678,3,Y,Yes,11,4,1,80,2,32,2,4,28,20,15,18
38,No,Travel_Frequently,1168,Human Resources,22,4,Human Resources,1,230,2,Female,68,4,2,Manager,2,Single,9850,19867,1,Y,No,16,4,2,80,1,14,4,3,11,8,5,7
25,Yes,Travel_Rarely,685,Research & Development,14,2,Life Sciences,1,231,3,Male,53,2,2,Research Scientist,3,Married,2950,15789,2,Y,Yes,21,4,3,80,0,2,5,2,1,0,0,0
48,No,Non-Travel,1278,Sales,6,4,Marketing,1,232,4,Female,90,3,4,Sales Executive,4,Divorced,15850,23789,6,Y,No,12,4,4,80,3,23,3,4,19,15,10,13
35,No,Travel_Rarely,679,Research & Development,21,3,Medical,1,233,1,Male,74,4,3,Healthcare Representative,1,Single,8250,18756,2,Y,Yes,17,4,1,80,1,11,3,3,9,7,4,6
31,Yes,Travel_Frequently,1396,Sales,29,1,Marketing,1,234,2,Female,46,2,1,Sales Representative,2,Single,3450,14789,7,Y,No,18,3,2,80,0,8,4,2,6,4,2,3
44,No,Travel_Rarely,498,Research & Development,8,4,Life Sciences,1,235,3,Male,87,3,4,Manufacturing Director,3,Married,12650,21567,4,Y,Yes,14,3,3,80,2,19,2,3,16,12,7,10
33,No,Travel_Frequently,1175,Human Resources,20,3,Human Resources,1,236,4,Female,66,3,2,Human Resources,4,Divorced,7850,18756,1,Y,No,15,3,4,80,1,9,3,4,7,5,3,4
28,Yes,Non-Travel,691,Research & Development,15,2,Technical Degree,1,237,1,Male,55,2,1,Laboratory Technician,1,Single,3150,15689,1,Y,Yes,19,3,1,80,0,5,4,2,3,2,1,1
52,No,Travel_Rarely,1287,Sales,5,5,Marketing,1,238,2,Female,93,4,5,Manager,2,Married,17250,24789,5,Y,No,13,4,2,80,3,29,3,4,25,19,14,17
39,No,Travel_Frequently,567,Research & Development,18,4,Medical,1,239,3,Male,78,3,3,Research Scientist,3,Single,7450,18956,3,Y,Yes,16,3,3,80,1,15,5,3,12,9,6,8
26,Yes,Travel_Rarely,1389,Sales,26,2,Life Sciences,1,240,4,Female,47,2,2,Sales Executive,4,Married,3650,14689,6,Y,No,20,4,4,80,0,3,3,2,2,1,0,1
49,No,Non-Travel,516,Research & Development,10,4,Technical Degree,1,241,1,Male,89,4,4,Healthcare Representative,1,Divorced,15450,22568,2,Y,Yes,12,4,1,80,2,24,3,4,20,15,10,13
36,No,Travel_Rarely,1178,Human Resources,23,3,Human Resources,1,242,2,Female,67,3,3,Manager,2,Single,9250,19867,1,Y,No,17,3,2,80,1,12,4,3,9,7,4,6
32,Yes,Travel_Frequently,693,Research & Development,17,1,Life Sciences,1,243,3,Male,56,2,1,Research Scientist,3,Single,3850,15789,3,Y,Yes,18,3,3,80,0,8,5,2,6,4,2,3
45,No,Travel_Rarely,1276,Sales,7,4,Marketing,1,244,4,Female,91,3,4,Sales Executive,4,Married,14250,21678,7,Y,No,14,4,4,80,2,20,3,4,17,13,8,11
33,No,Travel_Frequently,678,Research & Development,19,3,Medical,1,245,1,Male,75,4,2,Manufacturing Director,1,Divorced,6650,17896,4,Y,Yes,15,4,1,80,1,9,4,3,7,5,3,4
29,Yes,Non-Travel,1385,Sales,27,2,Marketing,1,246,2,Female,48,2,1,Sales Representative,2,Single,3450,14789,5,Y,No,19,3,2,80,0,6,3,2,4,3,1,2
54,No,Travel_Rarely,523,Research & Development,9,5,Life Sciences,1,247,3,Male,90,3,5,Research Director,3,Married,17850,23678,6,Y,Yes,11,4,3,80,3,31,2,4,27,19,14,17
41,No,Travel_Frequently,1187,Human Resources,21,4,Human Resources,1,248,4,Female,69,4,3,Human Resources,4,Single,10450,19678,2,Y,No,16,4,4,80,1,17,3,4,14,11,7,9
27,Yes,Travel_Rarely,674,Research & Development,16,2,Technical Degree,1,249,1,Male,52,2,2,Laboratory Technician,1,Married,2950,15689,1,Y,Yes,20,4,1,80,0,4,5,2,3,2,1,1
46,No,Non-Travel,1285,Sales,6,4,Marketing,1,250,2,Female,92,3,4,Manager,2,Divorced,15250,22789,4,Y,No,13,4,2,80,2,21,3,4,18,14,9,12
34,No,Travel_Rarely,591,Research & Development,18,3,Medical,1,251,3,Male,76,3,2,Healthcare Representative,3,Single,7650,17896,3,Y,Yes,17,3,3,80,1,10,4,3,8,6,4,5
30,Yes,Travel_Frequently,1398,Sales,25,1,Life Sciences,1,252,4,Female,49,2,1,Sales Executive,4,Single,4350,14789,7,Y,No,18,3,4,80,0,7,4,2,5,4,2,3
51,No,Travel_Rarely,516,Research & Development,11,5,Technical Degree,1,253,1,Male,88,4,4,Research Director,1,Married,16650,23567,5,Y,Yes,12,4,1,80,2,26,2,4,22,16,11,14
37,No,Travel_Frequently,1176,Human Resources,24,4,Human Resources,1,254,2,Female,67,3,3,Human Resources,2,Divorced,8650,19867,1,Y,No,15,3,2,80,1,13,3,3,10,8,5,7
28,Yes,Non-Travel,695,Research & Development,13,2,Life Sciences,1,255,3,Male,54,2,1,Research Scientist,3,Single,2750,15789,2,Y,Yes,21,4,3,80,0,5,4,2,3,2,1,1
43,No,Travel_Rarely,1289,Sales,5,4,Marketing,1,256,4,Female,91,4,4,Sales Executive,4,Married,13850,22678,3,Y,No,14,4,4,80,3,18,3,4,15,12,8,10
32,No,Travel_Frequently,573,Research & Development,20,3,Medical,1,257,1,Male,76,3,3,Manufacturing Director,1,Single,7050,18956,4,Y,Yes,16,3,1,80,1,8,5,3,6,4,2,3
29,Yes,Travel_Rarely,1387,Sales,28,2,Marketing,1,258,2,Female,48,2,2,Sales Representative,2,Married,3750,14689,6,Y,No,19,3,2,80,0,6,3,2,4,3,1,2
55,No,Non-Travel,525,Research & Development,8,5,Life Sciences,1,259,3,Male,92,3,5,Healthcare Representative,3,Divorced,18050,24678,2,Y,Yes,11,4,3,80,2,32,2,4,28,20,15,18
38,No,Travel_Rarely,1168,Human Resources,22,4,Human Resources,1,260,4,Female,68,4,2,Manager,4,Single,9650,19867,1,Y,No,17,4,4,80,1,14,4,3,11,8,5,7
25,Yes,Travel_Frequently,685,Research & Development,15,1,Technical Degree,1,261,1,Male,53,2,1,Laboratory Technician,1,Single,2850,15789,3,Y,Yes,20,4,1,80,0,2,5,2,1,0,0,0
48,No,Travel_Rarely,1278,Sales,7,4,Marketing,1,262,2,Female,90,3,4,Sales Executive,2,Divorced,16250,23789,7,Y,No,12,4,2,80,3,23,3,4,19,15,10,13
35,No,Travel_Frequently,679,Research & Development,19,3,Medical,1,263,3,Male,74,4,3,Research Scientist,3,Married,7850,18756,4,Y,Yes,15,4,3,80,1,11,3,3,9,7,4,6
31,Yes,Non-Travel,1396,Sales,27,2,Life Sciences,1,264,4,Female,46,2,1,Sales Representative,4,Single,3250,14789,5,Y,No,18,3,4,80,0,8,4,2,6,4,2,3
44,No,Travel_Rarely,498,Research & Development,10,4,Technical Degree,1,265,1,Male,87,3,4,Healthcare Representative,1,Married,12850,21567,6,Y,Yes,14,3,1,80,2,19,2,3,16,12,7,10
33,No,Travel_Frequently,1175,Human Resources,23,3,Human Resources,1,266,2,Female,66,3,2,Human Resources,2,Single,7250,18756,1,Y,No,16,3,2,80,1,9,4,3,7,5,3,4
28,Yes,Travel_Rarely,691,Research & Development,16,2,Life Sciences,1,267,3,Male,55,2,2,Research Scientist,3,Divorced,3250,15689,2,Y,Yes,19,3,3,80,0,5,5,2,3,2,1,1
52,No,Non-Travel,1287,Sales,6,5,Marketing,1,268,4,Female,93,4,5,Manager,4,Married,17450,24789,4,Y,No,13,4,4,80,3,29,3,4,25,19,14,17
39,No,Travel_Rarely,567,Research & Development,21,4,Medical,1,269,1,Male,78,3,3,Manufacturing Director,1,Single,8250,18956,3,Y,Yes,17,3,1,80,1,15,4,3,12,9,6,8
26,Yes,Travel_Frequently,1389,Sales,29,1,Marketing,1,270,2,Female,47,2,1,Sales Executive,2,Single,3450,14689,7,Y,No,20,4,2,80,0,3,3,2,2,1,0,1
49,No,Travel_Rarely,516,Research & Development,9,4,Life Sciences,1,271,3,Male,89,4,4,Research Director,3,Married,15650,22568,5,Y,Yes,12,4,3,80,2,24,3,4,20,15,10,13
36,No,Travel_Frequently,1178,Human Resources,22,3,Human Resources,1,272,4,Female,67,3,3,Human Resources,4,Divorced,9050,19867,2,Y,No,15,3,4,80,1,12,3,3,9,7,4,6
32,Yes,Non-Travel,693,Research & Development,14,2,Technical Degree,1,273,1,Male,56,2,1,Laboratory Technician,1,Single,3650,15789,1,Y,Yes,18,3,1,80,0,8,4,2,6,4,2,3
45,No,Travel_Rarely,1276,Sales,5,4,Marketing,1,274,2,Female,91,3,4,Sales Executive,2,Married,14450,21678,6,Y,No,14,4,2,80,2,20,3,4,17,13,8,11
33,No,Travel_Frequently,678,Research & Development,18,3,Medical,1,275,3,Male,75,4,2,Healthcare Representative,3,Single,6850,17896,3,Y,Yes,16,4,3,80,1,9,5,3,7,5,3,4
29,Yes,Travel_Rarely,1385,Sales,26,2,Life Sciences,1,276,4,Female,48,2,2,Sales Representative,4,Married,3850,14789,5,Y,No,19,3,4,80,0,6,3,2,4,3,1,2
54,No,Non-Travel,523,Research & Development,8,5,Technical Degree,1,277,1,Male,90,3,5,Manufacturing Director,1,Divorced,17250,23678,4,Y,Yes,11,4,1,80,3,31,2,4,27,19,14,17
41,No,Travel_Rarely,1187,Human Resources,20,4,Human Resources,1,278,2,Female,69,4,3,Manager,2,Single,10850,19678,1,Y,No,16,4,2,80,1,17,3,4,14,11,7,9
27,Yes,Travel_Frequently,674,Research & Development,17,1,Life Sciences,1,279,3,Male,52,2,1,Research Scientist,3,Single,2650,15689,2,Y,Yes,20,4,3,80,0,4,5,2,3,2,1,1
46,No,Travel_Rarely,1285,Sales,7,4,Marketing,1,280,4,Female,92,3,4,Sales Executive,4,Divorced,15450,22789,7,Y,No,13,4,4,80,2,21,3,4,18,14,9,12
34,No,Travel_Frequently,591,Research & Development,19,3,Medical,1,281,1,Male,76,3,2,Research Scientist,1,Married,7450,17896,4,Y,Yes,15,3,1,80,1,10,4,3,8,6,4,5
